UserId,Influenced Billboards
642,"{3379: 0.930059523809524, 4445: 0.927083333333333}"
643,"{2602: 0.166666666666667, 2671: 0.556547619047619, 2919: 0.733630952380952, 2138: 0.651785714285714}"
644,"{2622: 1.22916666666667, 2857: 1.8422619047619, 3284: 1.4672619047619, 4331: 1.625}"
645,{4574: 0.790178571428571}
646,"{813: 1.13095238095238, 2647: 0.389880952380952, 1574: 0.72172619047619, 1771: 0.486607142857143, 2011: 0.919642857142857, 2289: 2.93303571428571}"
647,"{2926: 1.9077380952381, 3694: 0.142857142857143}"
648,"{1044: 1.72916666666667, 2607: 0.708333333333333, 3293: 0.532738095238095, 3529: 0.592261904761905, 4342: 0.139880952380952, 4630: 0.741071428571429}"
649,{1873: 0.665178571428571}
650,"{1337: 1.48809523809524, 2642: 0.727678571428571, 2432: 0.918154761904762}"
651,{}
652,"{1104: 1.73214285714286, 3471: 0.474702380952381, 4559: 0.424107142857143}"
653,{4119: 0.979166666666667}
654,"{911: 0.925595238095238, 1139: 1.44047619047619, 2958: 0.553571428571429, 4379: 0.572916666666667}"
655,{131: 0.410714285714286}
656,{}
657,"{1269: 0.477678571428571, 1709: 0.94047619047619, 2479: 0.592261904761905}"
658,"{430: 0.705357142857143, 1135: 1.49553571428571, 1340: 0.754464285714286}"
659,"{917: 0.327380952380952, 1238: 0.351190476190476, 2810: 0.586309523809524, 1892: 0.351190476190476, 2076: 0.392857142857143, 2303: 0.751488095238095}"
660,"{692: 1.52380952380952, 3745: 0.918154761904762, 4207: 1.88392857142857}"
661,{}
662,"{142: 0.21577380952381, 327: 0.59672619047619, 407: 0.245535714285714, 868: 0.505952380952381, 929: 0.529761904761905, 3746: 0.723214285714286}"
663,"{2873: 2.86160714285714, 3233: 0.238095238095238, 4266: 0.882440476190476}"
664,"{286: 0.501488095238095, 786: 0.586309523809524, 2638: 0.145833333333333, 2300: 0.745535714285714, 2431: 0.613095238095238, 3516: 0.318452380952381, 4609: 1.56547619047619}"
665,"{1424: 0.75, 1789: 0.581845238095238, 1844: 1.14880952380952}"
666,{2045: 1.25892857142857}
667,"{1397: 1.86904761904762, 3218: 0.828869047619048, 4242: 0.485119047619048}"
668,"{440: 0.584821428571429, 3732: 1.49702380952381}"
669,"{1122: 0.382440476190476, 2821: 0.504464285714286, 2911: 0.202380952380952}"
670,"{36: 0.200892857142857, 1037: 1.49404761904762, 1941: 0.186011904761905}"
671,"{2472: 0.800595238095238, 3281: 0.787202380952381, 4327: 0.327380952380952}"
672,{}
673,"{1018: 1.95535714285714, 1657: 0.168154761904762}"
674,"{319: 0.845238095238095, 1617: 1.625, 2013: 0.59077380952381, 3619: 0.206845238095238}"
675,"{593: 0.982142857142857, 1125: 0.53422619047619, 1584: 1.85119047619048}"
676,{}
677,"{1656: 0.462797619047619, 1673: 0.154761904761905, 3496: 1.54166666666667, 4586: 0.776785714285714}"
678,"{3339: 1.95238095238095, 3419: 0.517857142857143, 4395: 1.75595238095238, 4490: 0.647321428571429}"
679,{}
680,"{333: 0.238095238095238, 2613: 0.852678571428571, 2991: 1.01190476190476, 2167: 0.193452380952381, 3373: 0.930059523809524, 4438: 0.943452380952381}"
681,"{697: 0.385416666666667, 1204: 1.67857142857143, 3057: 1.69940476190476, 3106: 0.805059523809524, 1561: 0.541666666666667, 3802: 0.950892857142857, 3245: 0.196428571428571, 4280: 0.27827380952381}"
682,"{761: 1.7797619047619, 2920: 0.97172619047619, 2205: 0.944940476190476, 3641: 0.74702380952381, 3976: 0.212797619047619}"
683,{}
684,"{702: 1.76488095238095, 836: 0.639880952380952, 2132: 0.78422619047619, 3849: 0.797619047619048}"
685,{2030: 0.617559523809524}
686,"{599: 1.4375, 746: 0.763392857142857, 3885: 0.830357142857143}"
687,"{1879: 0.255952380952381, 2010: 0.985119047619047, 4002: 0.299107142857143, 3390: 2.18303571428571, 4457: 1.61607142857143}"
688,"{1099: 0.410714285714286, 1318: 0.601190476190476, 4092: 0.491071428571429, 4654: 1.875}"
689,"{22: 0.537202380952381, 2668: 0.821428571428571}"
690,"{796: 0.485119047619048, 1478: 0.31547619047619, 2020: 0.854166666666667, 2168: 0.822916666666667}"
691,"{2980: 1.81547619047619, 2526: 0.188988095238095, 3894: 0.751488095238095}"
692,"{1562: 1.78571428571429, 3486: 0.604166666666667, 4576: 1.24702380952381}"
693,{4027: 0.739583333333333}
694,"{175: 0.986607142857143, 307: 0.267857142857143, 2832: 1.75892857142857, 2891: 0.651785714285714, 3320: 0.470238095238095, 4373: 1.35416666666667}"
695,"{2770: 1.91071428571429, 2968: 1.30952380952381, 3883: 0.803571428571429}"
696,"{2854: 0.364583333333333, 2347: 0.949404761904762}"
697,"{1988: 1.38690476190476, 4137: 0.647321428571429}"
698,"{1597: 0.291666666666667, 4498: 0.373511904761905}"
699,{}
700,{}
701,"{1642: 0.895833333333333, 1853: 0.946428571428571, 2100: 0.657738095238095, 3594: 0.943452380952381}"
702,"{938: 2.03125, 1324: 2.47321428571429, 2046: 0.800595238095238, 2457: 0.889880952380952, 3938: 0.605654761904762}"
703,"{757: 0.491071428571429, 3569: 0.370535714285714, 4682: 1.86607142857143}"
704,{}
705,"{734: 0.831845238095238, 1337: 1.48809523809524}"
706,"{998: 2.38095238095238, 1297: 1.94047619047619}"
707,{1311: 1.63839285714286}
708,"{364: 0.541666666666667, 444: 0.705357142857143, 1381: 1.07440476190476, 2776: 0.788690476190476, 4652: 0.202380952380952}"
709,"{227: 0.319940476190476, 866: 1.82142857142857, 2760: 0.741071428571429, 3887: 2.07589285714286}"
710,"{2149: 0.773809523809524, 3860: 0.625}"
711,"{72: 0.404761904761905, 1794: 0.982142857142857, 1872: 0.535714285714286}"
712,"{1687: 0.427083333333333, 3983: 1.82142857142857}"
713,"{47: 0.293154761904762, 79: 1.30952380952381, 2708: 0.75297619047619, 2461: 0.986607142857143}"
714,"{3673: 2.02678571428571, 4178: 3.92261904761905, 4703: 0.686011904761905}"
715,"{183: 0.99702380952381, 891: 2.80357142857143, 980: 1.72916666666667, 4036: 0.697916666666667}"
716,"{2604: 0.693452380952381, 3249: 0.998511904761905, 4284: 1.94940476190476}"
717,"{1098: 1.50446428571429, 1317: 0.532738095238095, 3561: 0.400297619047619, 4671: 0.272321428571429}"
718,"{1343: 0.427083333333333, 1356: 0.619047619047619, 2769: 0.348214285714286, 3228: 0.674107142857143, 3308: 0.452380952380952, 4261: 0.68452380952381, 4360: 1.40178571428571}"
719,{404: 0.882440476190476}
720,{}
721,"{45: 0.407738095238095, 266: 0.398809523809524, 2640: 0.342261904761905}"
722,"{3015: 0.81547619047619, 1567: 0.327380952380952, 3303: 0.953869047619047, 4355: 0.367559523809524}"
723,"{305: 0.544642857142857, 2819: 0.28125, 2050: 0.712797619047619, 2072: 0.703869047619048}"
724,"{196: 0.977678571428571, 2615: 0.6875, 2487: 1.77678571428571, 3765: 1.19642857142857, 3427: 0.348214285714286, 4502: 1.57142857142857}"
725,"{2960: 0.912202380952381, 1667: 0.598214285714286}"
726,"{222: 1.47916666666667, 1870: 0.336309523809524}"
727,"{1686: 0.291666666666667, 4006: 0.799107142857143}"
728,"{2765: 0.614583333333333, 2366: 0.977678571428571, 2409: 0.839285714285714}"
729,"{744: 1.13392857142857, 3210: 0.62202380952381, 4233: 0.870535714285714}"
730,"{1437: 0.980654761904762, 1455: 0.880952380952381}"
731,{899: 0.605654761904762}
732,"{683: 0.270833333333333, 1291: 0.276785714285714, 1534: 1.375, 3779: 1.29761904761905}"
733,"{1966: 0.864583333333333, 4058: 1.38690476190476, 3254: 0.142857142857143, 4289: 0.430059523809524, 4321: 0.611607142857143}"
734,{4475: 0.80952380952381}
735,{}
736,"{177: 0.421130952380952, 1438: 0.236607142857143}"
737,"{105: 0.610119047619048, 3466: 1.68154761904762, 4554: 1.31845238095238}"
738,{3992: 0.645833333333333}
739,{}
740,"{245: 0.12797619047619, 859: 0.660714285714286, 961: 1.53571428571429, 3521: 0.699404761904762, 4616: 0.705357142857143}"
741,"{235: 0.866071428571429, 3833: 1.18154761904762, 3582: 1.68154761904762, 4698: 1.86309523809524}"
742,{176: 0.678571428571429}
743,{2583: 0.188988095238095}
744,"{841: 2.39880952380952, 2956: 1.67857142857143}"
745,"{763: 0.339285714285714, 2191: 2.98660714285714, 3725: 0.425595238095238}"
746,"{469: 0.995535714285714, 1392: 1.70982142857143, 4019: 0.864583333333333, 3214: 0.46875, 3566: 0.467261904761905, 4237: 1.85267857142857, 4678: 0.318452380952381}"
747,"{3022: 0.550595238095238, 3059: 0.200892857142857}"
748,"{1211: 0.59077380952381, 2524: 1.70982142857143}"
749,{}
750,"{503: 1.68154761904762, 895: 1.04166666666667}"
751,"{1038: 0.657738095238095, 1330: 1.44940476190476}"
752,"{805: 0.87797619047619, 2522: 1.98809523809524, 3872: 1.26488095238095, 3451: 0.767857142857143, 4535: 0.138392857142857}"
753,"{2628: 0.56547619047619, 1733: 0.866071428571429}"
754,{649: 0.150297619047619}
755,"{719: 0.416666666666667, 864: 0.261904761904762}"
756,"{555: 1.62053571428571, 3031: 0.672619047619048, 1721: 0.191964285714286, 3687: 1.94642857142857}"
757,"{556: 0.668154761904762, 2986: 0.732142857142857}"
758,{}
759,"{3104: 1.63392857142857, 1812: 0.928571428571429, 4081: 0.642857142857143}"
760,"{2945: 1.99404761904762, 3172: 0.471726190476191, 4181: 1.60714285714286}"
761,"{1320: 1.38392857142857, 2588: 0.876488095238095, 2806: 0.946428571428571}"
762,"{208: 0.764880952380952, 3214: 0.46875, 4237: 1.85267857142857}"
763,"{322: 0.882440476190476, 1199: 0.467261904761905, 1540: 0.772321428571429, 3166: 0.543154761904762, 4175: 0.598214285714286}"
764,"{84: 0.505952380952381, 508: 0.87797619047619, 737: 1.81547619047619, 862: 0.169642857142857}"
765,"{1472: 0.491071428571429, 2254: 1.91071428571429}"
766,{871: 0.386904761904762}
767,{1746: 0.276785714285714}
768,"{2287: 0.34672619047619, 3387: 0.255952380952381, 4454: 0.654761904761905}"
769,"{1325: 1.86904761904762, 1753: 1.22916666666667}"
770,"{117: 0.459821428571429, 3712: 0.419642857142857}"
771,"{872: 0.28125, 1014: 1.95238095238095, 2969: 0.418154761904762}"
772,"{439: 1.5297619047619, 1115: 1.71130952380952, 1429: 0.27827380952381, 1976: 0.651785714285714, 4267: 0.964285714285714}"
773,{703: 1.55952380952381}
774,"{977: 1.30357142857143, 1238: 0.351190476190476, 1320: 1.38392857142857, 4073: 2.53125}"
775,"{881: 0.1875, 2800: 1.66369047619048, 1662: 0.858630952380952, 1725: 1.41964285714286, 1930: 2.4047619047619, 2052: 0.717261904761905, 3259: 0.730654761904762, 4294: 0.873511904761905}"
776,"{1151: 0.730654761904762, 2724: 0.870535714285714, 3974: 0.264880952380952, 3978: 0.584821428571429}"
777,"{893: 0.785714285714286, 1227: 0.1875, 1788: 0.764880952380952, 3128: 0.321428571428571, 3376: 0.572916666666667, 4130: 0.37202380952381, 4441: 0.345238095238095}"
778,"{787: 0.59375, 3146: 0.782738095238095, 4152: 1.64880952380952}"
779,"{1205: 0.904761904761905, 3013: 0.738095238095238, 1617: 1.625, 1835: 0.324404761904762}"
780,{}
781,"{244: 0.407738095238095, 1152: 0.543154761904762, 1456: 1.47619047619048, 1908: 0.964285714285714, 4188: 0.633928571428571}"
782,{1888: 0.226190476190476}
783,"{817: 0.924107142857143, 2834: 1.33333333333333, 3050: 0.660714285714286, 1475: 0.261904761904762, 2121: 0.296130952380952}"
784,"{11: 0.782738095238095, 397: 0.447916666666667, 2871: 1.98214285714286}"
785,"{236: 0.697916666666667, 347: 0.90625, 1349: 0.748511904761905, 2893: 0.71875}"
786,"{739: 0.394345238095238, 2584: 0.260416666666667}"
787,"{1267: 0.788690476190476, 2548: 0.183035714285714, 1851: 0.824404761904762, 2511: 0.74702380952381, 3428: 0.883928571428571, 4503: 0.901785714285714}"
788,"{133: 1.37797619047619, 638: 0.34077380952381, 1270: 0.455357142857143, 2394: 0.541666666666667, 2427: 0.851190476190476}"
789,"{287: 0.604166666666667, 1492: 0.65327380952381, 4032: 0.626488095238095, 3164: 0.459821428571429, 4173: 0.550595238095238}"
790,{621: 3.35119047619048}
791,"{1115: 1.71130952380952, 1426: 0.394345238095238, 3597: 0.30952380952381}"
792,"{90: 0.459821428571429, 1209: 0.601190476190476, 3000: 0.930059523809524, 3738: 0.953869047619047}"
793,{2818: 0.732142857142857}
794,"{289: 1.0625, 1202: 0.708333333333333}"
795,"{2684: 2.85714285714286, 1697: 0.477678571428571, 1934: 0.866071428571429, 2473: 3.24404761904762}"
796,"{1390: 0.941964285714286, 2504: 0.949404761904762, 3844: 0.517857142857143, 3284: 1.4672619047619, 4331: 1.625}"
797,"{1054: 0.90922619047619, 1898: 0.541666666666667, 2399: 0.297619047619048, 3925: 1.76785714285714}"
798,"{249: 0.214285714285714, 704: 0.97172619047619, 913: 2.20238095238095, 914: 1.80357142857143}"
799,"{200: 0.683035714285714, 1035: 0.322916666666667, 1230: 0.836309523809524, 1791: 0.389880952380952, 4617: 1.3422619047619}"
800,"{257: 0.794642857142857, 1219: 1.67261904761905, 1572: 1.0297619047619, 1761: 0.697916666666667, 2150: 0.901785714285714}"
801,"{708: 0.421130952380952, 2531: 1.9672619047619}"
802,"{425: 0.62797619047619, 894: 0.474702380952381, 2946: 1.9672619047619, 2194: 0.824404761904762}"
803,"{1591: 0.126488095238095, 4312: 1.44047619047619}"
804,"{79: 1.30952380952381, 691: 0.546130952380952, 1527: 1.30059523809524, 2330: 0.193452380952381, 3690: 0.404761904761905, 4043: 0.462797619047619}"
805,{3834: 0.501488095238095}
806,{878: 1.61011904761905}
807,"{3023: 0.947916666666667, 3817: 0.24702380952381}"
808,{340: 0.827380952380952}
809,"{356: 0.678571428571429, 1072: 0.50297619047619, 2768: 0.65327380952381, 1666: 0.15922619047619}"
810,"{463: 0.196428571428571, 497: 0.666666666666667, 2664: 1.41666666666667, 1633: 0.773809523809524}"
811,"{961: 1.53571428571429, 2053: 0.574404761904762}"
812,"{3239: 0.391369047619048, 4273: 0.120535714285714}"
813,"{853: 0.239583333333333, 1205: 0.904761904761905, 2000: 0.160714285714286, 3965: 0.96875}"
814,"{2740: 1.29017857142857, 3797: 0.282738095238095, 3297: 0.327380952380952, 4347: 2.41517857142857}"
815,"{875: 1.3422619047619, 2726: 0.287202380952381, 1823: 0.75297619047619, 2271: 0.6875, 3728: 0.833333333333333}"
816,"{448: 0.833333333333333, 1875: 0.369047619047619, 2374: 0.361607142857143, 3543: 0.272321428571429, 4646: 0.456845238095238}"
817,"{639: 0.970238095238095, 1247: 0.741071428571429, 3876: 0.822916666666667, 4082: 0.958333333333333, 3274: 0.880952380952381, 4318: 0.297619047619048}"
818,{2520: 0.950892857142857}
819,"{2103: 0.360119047619048, 2378: 0.517857142857143, 3506: 1.16666666666667, 4598: 0.87797619047619}"
820,"{209: 0.508928571428571, 747: 2.05357142857143, 1214: 0.433035714285714, 2885: 0.474702380952381}"
821,"{3283: 1.88839285714286, 4330: 2.80357142857143}"
822,"{639: 0.970238095238095, 3668: 0.708333333333333}"
823,"{491: 0.696428571428571, 2870: 0.922619047619047, 2416: 1.81547619047619, 3823: 0.998511904761905, 4014: 0.129464285714286}"
824,"{2637: 1.50595238095238, 2952: 0.541666666666667, 2966: 0.970238095238095}"
825,"{904: 0.398809523809524, 1267: 0.788690476190476, 3062: 1.42559523809524}"
826,"{74: 1.08333333333333, 1629: 0.607142857142857, 2537: 0.571428571428571, 4095: 0.708333333333333}"
827,{}
828,"{221: 0.663690476190476, 579: 1.80952380952381, 3602: 0.677083333333333}"
829,{289: 1.0625}
830,"{816: 0.303571428571429, 1816: 0.416666666666667}"
831,{}
832,{740: 0.927083333333333}
833,"{2419: 1.58928571428571, 4691: 0.796130952380952}"
834,{3982: 1.21428571428571}
835,"{294: 0.318452380952381, 668: 0.930059523809524, 3101: 0.322916666666667, 1523: 2.83482142857143}"
836,{2904: 0.15922619047619}
837,"{403: 0.160714285714286, 1895: 0.55952380952381}"
838,{}
839,"{275: 0.245535714285714, 2555: 1.2797619047619, 4055: 2.77529761904762}"
840,"{3720: 1.93154761904762, 3116: 0.270833333333333, 4110: 0.953869047619047}"
841,"{95: 0.851190476190476, 163: 1.8452380952381, 1762: 1.20833333333333}"
842,{1240: 0.699404761904762}
843,{}
844,"{171: 0.300595238095238, 1074: 0.12202380952381, 2811: 0.785714285714286, 1815: 0.9375}"
845,"{2692: 1.68452380952381, 3838: 2.7797619047619, 3243: 0.464285714285714, 3423: 0.425595238095238, 4278: 1.56845238095238, 4496: 0.18452380952381}"
846,"{1331: 0.476190476190476, 1468: 1.12053571428571}"
847,"{1232: 1.16071428571429, 1573: 0.476190476190476, 1799: 0.979166666666667}"
848,{4680: 1.43452380952381}
849,"{2612: 1.24404761904762, 3295: 0.126488095238095, 3484: 0.717261904761905, 4345: 0.748511904761905, 4573: 0.453869047619048}"
850,"{1536: 0.208333333333333, 4341: 0.421130952380952}"
851,"{266: 0.398809523809524, 901: 0.745535714285714, 1268: 0.27827380952381, 2943: 2.53571428571429, 2453: 0.78125, 4617: 1.3422619047619}"
852,"{590: 0.986607142857143, 884: 0.471726190476191, 2028: 0.180059523809524}"
853,"{545: 0.446428571428571, 613: 0.764880952380952, 644: 0.623511904761905, 3944: 1.41517857142857}"
854,"{291: 1.3452380952381, 669: 0.364583333333333, 1056: 1.50892857142857, 2081: 0.651785714285714}"
855,"{1203: 2.70535714285714, 3058: 0.794642857142857}"
856,"{1140: 0.425595238095238, 2384: 0.450892857142857, 2397: 0.15922619047619}"
857,"{1544: 1.69047619047619, 2200: 0.907738095238095, 4073: 2.53125}"
858,"{14: 0.74702380952381, 328: 0.453869047619048, 491: 0.696428571428571, 512: 0.616071428571429}"
859,{1578: 1.1875}
860,{}
861,"{126: 0.505952380952381, 591: 0.383928571428571, 1611: 0.382440476190476, 1933: 0.407738095238095, 4190: 1.83630952380952}"
862,"{1451: 0.199404761904762, 3744: 0.37202380952381}"
863,"{510: 1.0, 2796: 0.791666666666667}"
864,"{1001: 0.647321428571429, 1380: 0.651785714285714, 1539: 0.674107142857143, 2025: 0.587797619047619, 2317: 1.64880952380952}"
865,{633: 1.68452380952381}
866,"{623: 0.450892857142857, 897: 1.03869047619048, 3407: 0.891369047619048, 4478: 0.364583333333333}"
867,"{673: 0.571428571428571, 1250: 0.907738095238095, 1845: 0.447916666666667}"
868,"{785: 1.01339285714286, 1441: 0.577380952380952, 2252: 0.174107142857143, 3909: 0.694940476190476}"
869,"{2565: 0.526785714285714, 1610: 0.736607142857143, 2336: 0.964285714285714}"
870,"{1088: 0.772321428571429, 1169: 1.92857142857143, 1295: 0.479166666666667, 2859: 0.494047619047619}"
871,"{125: 2.54464285714286, 1076: 0.680059523809524}"
872,"{124: 0.316964285714286, 160: 0.520833333333333, 1187: 0.410714285714286, 3081: 0.376488095238095, 1972: 1.49107142857143}"
873,{1393: 0.973214285714286}
874,"{2706: 0.410714285714286, 2471: 0.25297619047619, 3705: 0.84375, 3905: 0.886904761904762, 4622: 0.126488095238095}"
875,{1606: 1.61904761904762}
876,"{1496: 1.3125, 3866: 0.614583333333333}"
877,"{1137: 1.13095238095238, 1407: 0.200892857142857}"
878,"{976: 0.37797619047619, 1924: 0.669642857142857, 3759: 1.36011904761905, 3538: 0.382440476190476, 4424: 0.80952380952381, 4640: 0.510416666666667}"
879,"{984: 1.72619047619048, 1468: 1.12053571428571, 2491: 1.30059523809524, 3759: 1.36011904761905, 4436: 1.00297619047619}"
880,"{410: 0.241071428571429, 772: 0.833333333333333, 840: 0.699404761904762, 1587: 0.723214285714286, 3237: 1.88988095238095, 4271: 0.595238095238095}"
881,"{2790: 0.444940476190476, 1488: 0.87202380952381, 3248: 0.755952380952381, 4283: 0.592261904761905}"
882,"{242: 0.351190476190476, 952: 0.373511904761905, 2722: 1.99404761904762, 2861: 1.39583333333333}"
883,"{145: 0.62202380952381, 703: 1.55952380952381, 2663: 1.28571428571429, 3614: 0.918154761904762, 3111: 0.584821428571429, 4101: 0.959821428571429}"
884,{}
885,"{519: 0.831845238095238, 754: 1.61607142857143, 1055: 0.321428571428571, 3932: 0.87797619047619}"
886,{}
887,"{187: 0.788690476190476, 2327: 0.726190476190476}"
888,{2539: 0.162202380952381}
889,"{779: 0.285714285714286, 2523: 0.866071428571429}"
890,"{291: 1.3452380952381, 1623: 1.47619047619048, 3155: 1.91666666666667, 4162: 1.75892857142857}"
891,"{798: 1.5952380952381, 2425: 0.764880952380952, 3165: 0.244047619047619, 4174: 0.864583333333333}"
892,{480: 0.549107142857143}
893,"{409: 0.455357142857143, 3424: 0.25, 4497: 0.973214285714286}"
894,"{418: 0.3125, 2694: 1.13392857142857, 3035: 1.31845238095238, 2522: 1.98809523809524}"
895,"{113: 1.19345238095238, 678: 0.793154761904762, 1098: 1.50446428571429, 1756: 0.50297619047619}"
896,"{3805: 0.284226190476191, 3491: 0.211309523809524, 4581: 0.654761904761905}"
897,"{2227: 1.18154761904762, 3776: 2.28125, 3333: 0.770833333333333, 4124: 0.680059523809524, 4388: 1.3125}"
898,"{2024: 0.77827380952381, 3755: 0.34375, 4205: 0.430059523809524}"
899,"{1317: 0.532738095238095, 3661: 0.419642857142857}"
900,"{324: 0.709821428571429, 1496: 1.3125, 2078: 0.241071428571429, 2080: 0.360119047619048}"
901,"{151: 0.227678571428571, 1305: 0.357142857142857, 3213: 0.34077380952381, 4236: 1.19940476190476}"
902,"{645: 0.4375, 2621: 1.0952380952381, 1599: 1.68452380952381, 1860: 1.45833333333333}"
903,"{666: 1.82142857142857, 916: 0.677083333333333, 3444: 0.806547619047619, 3515: 1.63095238095238, 4523: 1.44642857142857}"
904,"{2210: 0.330357142857143, 3573: 0.27827380952381, 4255: 1.7827380952381, 4413: 0.6875, 4686: 0.150297619047619}"
905,"{431: 2.18452380952381, 1232: 1.16071428571429, 1840: 0.683035714285714, 2487: 1.77678571428571, 4005: 0.214285714285714}"
906,"{66: 2.79017857142857, 1016: 1.58928571428571, 2582: 0.857142857142857, 4018: 0.351190476190476, 4299: 1.625}"
907,{3892: 0.791666666666667}
908,"{80: 0.422619047619048, 2895: 0.578869047619048, 1875: 0.369047619047619, 3646: 0.918154761904762}"
909,"{50: 1.98214285714286, 96: 1.08630952380952, 601: 1.23660714285714, 2981: 1.21428571428571, 2043: 0.735119047619048, 4308: 0.677083333333333}"
910,"{624: 1.68154761904762, 1144: 1.41071428571429, 1347: 2.86607142857143, 2550: 0.755952380952381, 4056: 0.895833333333333}"
911,"{1241: 1.19345238095238, 2676: 0.748511904761905}"
912,{}
913,"{1375: 1.125, 1459: 0.126488095238095, 2255: 0.333333333333333, 2485: 1.20238095238095, 3336: 0.74702380952381, 4155: 0.9375, 4391: 0.575892857142857}"
914,{4039: 0.824404761904762}
915,"{198: 0.311011904761905, 280: 1.76785714285714, 1930: 2.4047619047619, 3488: 1.77678571428571}"
916,"{1868: 0.269345238095238, 3361: 0.782738095238095, 4421: 0.99702380952381}"
917,"{510: 1.0, 1833: 1.75, 3768: 0.947916666666667, 3463: 0.988095238095238, 3505: 0.339285714285714, 4551: 1.64285714285714, 4596: 0.821428571428571}"
918,{2353: 0.761904761904762}
919,"{1120: 0.370535714285714, 2841: 0.907738095238095, 2396: 0.791666666666667, 3793: 0.379464285714286}"
920,"{793: 0.813988095238095, 3002: 0.748511904761905, 3718: 2.76785714285714, 3944: 1.41517857142857, 4070: 0.154761904761905}"
921,"{1856: 0.696428571428571, 2247: 0.21577380952381, 3114: 0.630952380952381, 4108: 0.479166666666667}"
922,"{654: 0.477678571428571, 842: 0.845238095238095, 2392: 0.239583333333333}"
923,"{416: 0.651785714285714, 595: 0.55952380952381, 3153: 0.626488095238095, 4160: 0.891369047619048}"
924,{1619: 0.599702380952381}
925,"{2806: 0.946428571428571, 2991: 1.01190476190476, 3175: 0.125, 3397: 0.834821428571429, 4185: 0.186011904761905, 4465: 0.538690476190476}"
926,{2328: 0.796130952380952}
927,{135: 0.511904761904762}
928,{745: 2.71875}
929,{}
930,"{3136: 0.580357142857143, 3440: 0.395833333333333, 4140: 1.80952380952381, 4518: 1.95535714285714}"
931,"{3075: 1.19940476190476, 2141: 0.520833333333333, 2417: 0.299107142857143}"
932,{2625: 0.922619047619047}
933,"{1164: 0.849702380952381, 3682: 0.21875, 4009: 0.647321428571429, 3302: 0.757440476190476, 4354: 0.910714285714286}"
934,{}
935,"{289: 1.0625, 2794: 0.369047619047619, 2272: 1.53869047619048}"
936,"{920: 0.263392857142857, 1705: 1.74702380952381, 2186: 0.726190476190476, 2211: 0.723214285714286, 4055: 2.77529761904762}"
937,"{360: 1.30952380952381, 2755: 0.921130952380952, 2042: 0.65922619047619, 2056: 0.587797619047619}"
938,"{3443: 0.282738095238095, 4522: 0.532738095238095}"
939,"{96: 1.08630952380952, 938: 2.03125, 1273: 0.205357142857143, 4569: 1.96428571428571}"
940,"{1581: 0.833333333333333, 3840: 0.415178571428571, 3461: 0.90922619047619, 4548: 0.772321428571429}"
941,{2077: 0.599702380952381}
942,{}
943,{2510: 0.611607142857143}
944,{994: 0.773809523809524}
945,{378: 1.4077380952381}
946,"{661: 0.595238095238095, 2107: 0.157738095238095}"
947,{3662: 1.99702380952381}
948,"{2684: 2.85714285714286, 1484: 0.133928571428571, 2120: 0.455357142857143, 3677: 0.958333333333333}"
949,"{1406: 0.8125, 1803: 1.49404761904762}"
950,"{377: 2.84821428571429, 412: 0.943452380952381, 635: 0.21875, 689: 0.828869047619048, 4062: 1.29464285714286}"
951,"{620: 1.45535714285714, 1290: 0.961309523809524, 4079: 0.925595238095238, 3582: 1.68154761904762, 4698: 1.86309523809524}"
952,{}
953,"{2884: 0.970238095238095, 2115: 0.84077380952381, 3981: 0.608630952380952}"
954,"{574: 0.395833333333333, 3968: 0.904761904761905, 3488: 1.77678571428571, 4578: 0.287202380952381}"
955,"{129: 0.470238095238095, 874: 1.89285714285714, 2239: 0.357142857142857}"
956,"{1293: 1.75892857142857, 2016: 0.288690476190476, 2443: 0.163690476190476}"
957,"{2846: 0.261904761904762, 2175: 0.15625}"
958,"{224: 0.279761904761905, 3161: 0.318452380952381, 4168: 0.805059523809524}"
959,"{1698: 0.336309523809524, 2226: 0.970238095238095, 3226: 0.462797619047619, 4257: 0.875}"
960,"{2928: 0.732142857142857, 2138: 0.651785714285714, 2329: 1.20089285714286, 2477: 0.3125, 3277: 1.41369047619048, 4323: 0.523809523809524}"
961,"{51: 0.214285714285714, 2106: 0.25297619047619, 3406: 0.214285714285714, 4477: 0.555059523809524}"
962,"{229: 0.587797619047619, 2126: 0.797619047619048, 3990: 0.328869047619048}"
963,"{511: 0.691964285714286, 2673: 1.86309523809524, 2278: 0.336309523809524, 3684: 0.572916666666667, 3463: 0.988095238095238, 4551: 1.64285714285714}"
964,"{247: 0.979166666666667, 2145: 1.55654761904762}"
965,"{1723: 0.383928571428571, 4315: 0.526785714285714}"
966,"{838: 1.85119047619048, 2665: 0.125, 2465: 1.29761904761905, 2529: 1.29166666666667}"
967,"{1271: 0.592261904761905, 1463: 0.688988095238095}"
968,"{1369: 0.535714285714286, 2774: 1.86309523809524, 1501: 0.526785714285714, 1903: 0.9375, 3884: 0.331845238095238}"
969,"{2780: 0.369047619047619, 2185: 2.45982142857143, 3307: 0.703869047619048, 4359: 0.729166666666667}"
970,"{1084: 1.54464285714286, 1217: 0.895833333333333, 2987: 0.413690476190476, 3517: 1.36607142857143, 4610: 0.369047619047619}"
971,{2254: 1.91071428571429}
972,"{2568: 1.48511904761905, 3107: 0.190476190476191, 1926: 0.549107142857143, 2327: 0.726190476190476, 2373: 0.154761904761905}"
973,{1166: 0.794642857142857}
