UserId,Influenced Billboards
502,{1822: 3.9998088502341584}
503,"{1990: 0.0449584249259294, 5311: 0.0143362324381152, 5338: 0.0286724648762305, 7852: 0.2508840676670171, 7878: 0.2150434865717289, 7888: 0.1075217432858644, 7889: 0.1792029054764407, 7923: 0.0358405810952881, 8023: 0.2087355442989582, 8049: 0.1789161808276785, 8059: 0.0894580904138392, 8060: 0.1490968173563987, 8094: 0.0298193634712797, 9403: 0.2308133422536557, 9609: 0.0011468985950492, 9610: 0.0034406957851476, 9730: 0.0011468985950492, 9731: 0.0034406957851476, 9851: 0.0011468985950492, 9852: 0.0034406957851476, 9972: 0.0011468985950492, 9973: 0.0034406957851476, 10093: 0.0011468985950492, 10094: 0.0034406957851476}"
504,{}
505,"{3644: 0.1194686036509605, 3906: 0.0188894198604606, 7581: 1.152633088024467}"
506,"{5745: 0.0321131606613781, 7740: 2.0171079040428177, 7747: 1.440791360030584}"
507,"{1785: 0.9999522125585396, 1844: 5.999713275351239, 1859: 0.9999522125585396, 1878: 1.9999044251170792, 1894: 1.9999044251170792, 2676: 0.0596387269425595, 2871: 0.057344929752461, 2874: 0.2867246487623053, 2877: 0.1146898595049221, 2881: 0.057344929752461, 2886: 0.1720347892573831, 2893: 0.1720347892573831, 2895: 0.057344929752461, 2907: 0.057344929752461, 2937: 0.057344929752461, 2957: 0.1146898595049221, 2970: 0.1146898595049221, 2978: 0.1146898595049221, 2985: 0.057344929752461, 2987: 0.1146898595049221, 2994: 0.1146898595049221, 2995: 0.1146898595049221, 3000: 0.057344929752461, 3001: 0.1720347892573831, 3005: 0.057344929752461, 3682: 0.0226665392334894, 3686: 0.0339998088502341, 3690: 0.0113332696167447, 3695: 0.0113332696167447, 3702: 0.0113332696167447, 3708: 0.0113332696167447, 3781: 0.0226665392334894, 3784: 0.0226665392334894, 4006: 0.0219000286724648, 4163: 0.2508840676670171, 5573: 0.057344929752461, 5598: 0.057344929752461, 7740: 2.0171079040428177}"
508,{}
509,"{1016: 0.0115999235400936, 1828: 0.9999522125585396, 2321: 0.0321131606613781, 3019: 0.0307751123004874, 7623: 0.2881582720061167, 10138: 0.0022937971900984, 10339: 0.0022937971900984, 10540: 0.0022937971900984}"
510,"{961: 0.0115999235400936, 1231: 0.0115999235400936, 1398: 0.0115999235400936, 1544: 0.0115999235400936, 7714: 0.5763165440122335, 9250: 0.6150243715951448, 9515: 0.0011468985950492, 9605: 0.0022937971900984, 9615: 0.0011468985950492, 9618: 0.0022937971900984, 9620: 0.0011468985950492, 9636: 0.0011468985950492, 9726: 0.0022937971900984, 9736: 0.0011468985950492, 9739: 0.0022937971900984, 9741: 0.0011468985950492, 9757: 0.0011468985950492, 9847: 0.0022937971900984, 9857: 0.0011468985950492, 9860: 0.0022937971900984, 9862: 0.0011468985950492, 9878: 0.0011468985950492, 9968: 0.0022937971900984, 9978: 0.0011468985950492, 9981: 0.0022937971900984, 9983: 0.0011468985950492, 9999: 0.0011468985950492, 10089: 0.0022937971900984, 10099: 0.0011468985950492, 10102: 0.0022937971900984, 10104: 0.0011468985950492, 10128: 0.0011468985950492, 10261: 0.0080282901653445, 10296: 0.0057344929752461, 10309: 0.0045875943801968, 10329: 0.0011468985950492, 10462: 0.0080282901653445, 10497: 0.0057344929752461, 10510: 0.0045875943801968, 10530: 0.0011468985950492, 10663: 0.0080282901653445, 10698: 0.0057344929752461, 10711: 0.0045875943801968}"
511,"{856: 0.0347997706202809, 1126: 0.0347997706202809, 1293: 0.0347997706202809, 2729: 0.0596387269425595, 3338: 0.0334512090222689, 3475: 0.0143362324381152, 3679: 0.238937207301921, 3941: 0.0377788397209213, 4135: 0.5017681353340342, 9488: 0.1154066711268278}"
512,"{7949: 0.1792029054764407, 8120: 0.1490968173563987, 9133: 0.2460097486380579, 9134: 0.4920194972761158, 9299: 0.3690146229570868}"
513,"{2674: 0.0596387269425595, 2702: 0.0596387269425595, 5166: 0.0194972761158367, 7766: 1.7289496320367008}"
514,"{935: 0.0231998470801873, 936: 0.0115999235400936, 957: 0.0231998470801873, 978: 0.0231998470801873, 1205: 0.0231998470801873, 1206: 0.0115999235400936, 1227: 0.0231998470801873, 1248: 0.0231998470801873, 1372: 0.0231998470801873, 1373: 0.0115999235400936, 1394: 0.0231998470801873, 1415: 0.0231998470801873, 6395: 0.0182356876612826, 8150: 0.0642263213227563}"
515,"{4487: 0.0194972761158367, 4494: 0.0389945522316735, 4530: 0.0194972761158367, 4543: 0.0584918283475102, 4547: 0.0389945522316735, 6399: 0.0182356876612826, 6405: 0.0182356876612826, 6407: 0.0364713753225652, 6409: 0.0364713753225652, 6411: 0.0182356876612826, 6427: 0.0547070629838478, 6435: 0.0182356876612826, 7604: 1.440791360030584, 7922: 0.0358405810952881, 8093: 0.0298193634712797, 9230: 0.2460097486380579, 9289: 0.4920194972761158, 9320: 1.1070438688712607}"
516,"{3267: 0.1003536270668068, 3404: 0.0430086973143457, 9366: 0.0384688903756092}"
517,"{260: 0.0115999235400936, 853: 0.0115999235400936, 942: 0.0115999235400936, 943: 0.0231998470801873, 1123: 0.0115999235400936, 1212: 0.0115999235400936, 1213: 0.0231998470801873, 1290: 0.0115999235400936, 1379: 0.0115999235400936, 1380: 0.0231998470801873, 4086: 0.1254420338335085, 7594: 1.7289496320367008, 9352: 0.0384688903756092, 9371: 0.0384688903756092, 9491: 0.1923444518780464}"
518,"{2800: 0.0266653923348943, 3551: 0.0806652011851285, 3552: 0.0806652011851285, 3555: 0.0201663002962821, 3557: 0.0403326005925642, 3564: 0.0403326005925642, 4159: 0.1254420338335085, 4337: 0.0258052183886074, 4345: 0.0645130459715186, 5007: 0.0748446908152537, 5155: 0.0389945522316735, 5194: 0.0196286915798528, 7565: 1.152633088024467, 8134: 0.0321131606613781, 10309: 0.0045875943801968, 10510: 0.0045875943801968, 10711: 0.0045875943801968}"
519,"{2607: 0.0894580904138392, 3100: 0.0615502246009748, 4187: 0.3763261015005256, 5124: 0.0194972761158367, 5624: 0.0642263213227563, 6087: 0.0802829016534454, 7775: 2.5934244480550515, 8718: 0.0477874414603842, 8736: 0.0477874414603842, 9119: 0.6150243715951448, 9136: 0.3690146229570868, 9301: 0.6150243715951448, 9305: 0.2460097486380579, 9592: 0.0045875943801968, 9611: 0.0022937971900984, 9713: 0.0045875943801968, 9732: 0.0022937971900984, 9834: 0.0045875943801968, 9853: 0.0022937971900984, 9955: 0.0045875943801968, 9974: 0.0022937971900984, 10076: 0.0045875943801968, 10095: 0.0022937971900984, 10289: 0.0034406957851476, 10490: 0.0034406957851476, 10691: 0.0034406957851476}"
520,"{221: 0.0115999235400936, 244: 0.0115999235400936, 2432: 0.0321131606613781, 2946: 0.057344929752461, 8403: 0.0595431520596387, 8453: 0.057344929752461}"
521,"{9579: 0.0022937971900984, 9700: 0.0022937971900984, 9821: 0.0022937971900984, 9942: 0.0022937971900984, 10063: 0.0022937971900984}"
522,{}
523,"{2968: 0.1720347892573831, 3757: 0.0226665392334894, 5286: 0.0143362324381152, 7791: 0.0358405810952881, 7962: 0.0298193634712797, 10242: 0.0057344929752461, 10443: 0.0057344929752461, 10644: 0.0057344929752461}"
524,{}
525,{}
526,"{2209: 0.1414508267227372, 2233: 0.0707254133613686, 2236: 0.2121762400841059, 3028: 0.0307751123004874, 3094: 0.0307751123004874, 3199: 0.0174902035745006, 3210: 0.0174902035745006, 3822: 0.0186371021695498, 6186: 0.0535219344356303, 8195: 0.0321131606613781}"
527,"{1958: 0.0443467456752365, 1960: 0.0886934913504731, 2424: 0.0963394819841345, 2426: 0.0321131606613781, 2428: 0.0642263213227563, 2429: 0.1605658033068909, 2434: 0.0321131606613781, 2436: 0.1605658033068909, 2444: 0.0321131606613781, 2446: 0.0642263213227563, 2468: 0.0321131606613781, 2483: 0.2569052852910256, 2488: 0.0963394819841345, 2490: 0.0321131606613781, 2492: 0.0642263213227563, 2493: 0.0963394819841345, 2494: 0.0321131606613781, 2495: 0.0963394819841345, 2503: 0.0963394819841345, 2504: 0.0642263213227563, 2507: 0.0321131606613781, 2520: 0.0321131606613781, 2521: 0.0321131606613781, 2529: 0.0642263213227563, 2537: 0.0321131606613781, 2541: 0.0321131606613781, 2546: 0.0321131606613781, 2547: 0.0321131606613781, 2550: 0.0963394819841345, 2554: 0.1284526426455127, 2555: 0.0963394819841345, 2565: 0.1605658033068909, 2570: 0.0642263213227563, 2571: 0.0642263213227563, 4697: 0.0933288731721303, 4926: 0.0095106565994456, 5809: 0.0239510656599445, 5961: 0.0298193634712797, 7563: 2.0171079040428177, 7567: 1.152633088024467, 7568: 1.440791360030584, 7569: 1.440791360030584, 7608: 0.8644748160183503, 7737: 1.440791360030584, 7749: 0.5763165440122335, 7770: 0.8644748160183503, 7778: 1.7289496320367008, 7806: 0.1075217432858644, 7977: 0.0894580904138392, 9093: 0.6150243715951448, 9097: 0.4920194972761158, 9098: 0.8610341202332027, 9099: 0.6150243715951448, 9137: 0.4920194972761158, 9278: 0.4920194972761158, 9292: 0.4920194972761158, 9308: 1.1070438688712607, 9313: 0.3690146229570868, 9318: 0.9840389945522316, 9321: 0.4920194972761158, 10217: 0.0034406957851476, 10272: 0.0034406957851476, 10418: 0.0034406957851476, 10473: 0.0034406957851476, 10619: 0.0034406957851476, 10674: 0.0034406957851476}"
528,"{1820: 1.9999044251170792, 2821: 0.0266653923348943, 5650: 0.0642263213227563, 5651: 0.0642263213227563, 5704: 0.3853579279365384}"
529,"{628: 0.0115999235400936, 4676: 0.1399933097581955, 9005: 0.057344929752461}"
530,"{2601: 0.119277453885119, 2623: 0.119277453885119, 2642: 0.0298193634712797, 2658: 0.0596387269425595, 2684: 0.0596387269425595, 2734: 0.0596387269425595, 2744: 0.0894580904138392, 8354: 0.1190863041192774}"
531,{}
532,"{245: 0.0115999235400936, 251: 0.0115999235400936, 830: 0.0115999235400936, 2591: 0.0298193634712797, 3052: 0.0615502246009748, 3053: 0.0615502246009748, 3055: 0.1231004492019497, 3056: 0.1231004492019497, 3057: 0.0615502246009748, 3058: 0.1231004492019497, 3062: 0.0307751123004874, 3063: 0.0615502246009748, 3064: 0.0615502246009748, 3065: 0.0923253369014622, 3067: 0.0615502246009748, 3068: 0.0307751123004874, 3070: 0.0307751123004874, 3072: 0.0307751123004874, 3073: 0.0307751123004874, 3077: 0.0615502246009748, 3078: 0.0615502246009748, 3080: 0.1231004492019497, 3085: 0.0615502246009748, 3114: 0.0307751123004874, 3811: 0.0186371021695498, 4529: 0.0194972761158367, 8388: 0.0595431520596387, 9339: 0.0769377807512185}"
533,{}
534,"{839: 0.0115999235400936, 2631: 0.0596387269425595, 4899: 0.0095106565994456, 5090: 0.0194972761158367, 5784: 0.0239510656599445, 5855: 0.0182356876612826, 5933: 0.0298193634712797, 6002: 0.0267609672178151, 6065: 0.0802829016534454, 6073: 0.0535219344356303, 6074: 0.0802829016534454, 6076: 0.1070438688712606, 6077: 0.1070438688712606, 6078: 0.1070438688712606, 6089: 0.0802829016534454, 6092: 0.0535219344356303, 6093: 0.1070438688712606, 6111: 0.0267609672178151, 6120: 0.0267609672178151, 6122: 0.0535219344356303, 6195: 0.0267609672178151, 8178: 0.0321131606613781}"
535,"{2745: 0.1490968173563987, 3570: 0.0201663002962821, 4162: 0.1254420338335085, 4591: 0.0584918283475102, 9466: 0.1538755615024371}"
536,"{5: 0.0115999235400936, 205: 0.0115999235400936, 206: 0.0115999235400936, 207: 0.0115999235400936, 208: 0.0115999235400936, 214: 0.0115999235400936, 216: 0.0115999235400936, 218: 0.0115999235400936, 223: 0.0231998470801873, 2040: 0.0321131606613781, 2095: 0.0321131606613781, 2128: 0.0321131606613781, 9580: 0.0011468985950492, 9701: 0.0011468985950492, 9822: 0.0011468985950492, 9943: 0.0011468985950492, 10064: 0.0011468985950492}"
537,"{1896: 1.9999044251170792, 9118: 0.8610341202332027}"
538,"{1942: 0.0443467456752365, 1978: 0.0886934913504731, 2295: 0.0298193634712797, 2317: 0.0298193634712797, 2340: 0.0321131606613781, 2630: 0.0596387269425595, 2849: 0.0533307846697887, 4064: 0.1254420338335085, 4088: 0.1254420338335085, 4092: 0.1254420338335085, 4098: 0.6272101691675427, 4102: 0.1254420338335085, 4105: 0.5017681353340342, 4106: 0.2508840676670171, 4108: 0.3763261015005256, 4109: 0.2508840676670171, 4118: 0.1254420338335085, 4134: 0.2508840676670171, 4169: 0.5017681353340342, 4252: 0.0129026091943037, 4256: 0.0645130459715186, 4259: 0.0258052183886074, 4263: 0.0387078275829112, 4264: 0.0387078275829112, 4267: 0.0387078275829112, 4271: 0.0258052183886074, 4272: 0.0258052183886074, 4273: 0.0258052183886074, 4274: 0.0258052183886074, 4285: 0.0258052183886074, 4308: 0.0387078275829112, 4351: 0.0129026091943037, 4518: 0.0389945522316735, 4774: 0.0471834082003249, 4795: 0.0471834082003249, 4851: 0.0458759438019688, 4872: 0.0458759438019688, 5056: 0.0748446908152537, 5212: 0.0196286915798528, 5214: 0.0196286915798528, 5231: 0.0196286915798528, 5238: 0.0196286915798528, 5250: 0.0392573831597056, 5257: 0.098143457899264}"
539,"{1855: 0.9999522125585396, 1915: 0.0886934913504731, 2620: 0.1490968173563987, 2622: 0.0596387269425595, 4073: 0.1254420338335085, 4075: 0.1254420338335085, 4081: 0.1254420338335085, 4182: 0.1254420338335085, 4891: 0.0190213131988913, 5775: 0.0479021313198891, 5925: 0.0596387269425595, 5995: 0.0802829016534454, 7731: 1.152633088024467}"
540,"{1599: 0.0115999235400936, 8433: 0.0321131606613781, 10871: 0.0027052470610723, 10892: 0.0027052470610723, 10913: 0.0027052470610723, 10934: 0.0027052470610723}"
541,{}
542,"{3004: 0.2293797190098442, 3580: 0.1194686036509605, 3783: 0.0226665392334894, 3842: 0.0188894198604606}"
543,"{4176: 0.1254420338335085, 4179: 0.2508840676670171, 4539: 0.0584918283475102, 5705: 0.2890184459524038}"
544,"{10272: 0.0034406957851476, 10473: 0.0034406957851476, 10674: 0.0034406957851476}"
545,"{1706: 0.0642263213227563, 5559: 0.1711115358883685, 5560: 0.1711115358883685}"
546,"{211: 0.0115999235400936, 213: 0.0115999235400936, 1500: 0.0115999235400936, 1503: 0.0115999235400936, 1519: 0.0115999235400936, 1522: 0.0115999235400936, 9492: 0.0769377807512185}"
547,"{3222: 0.0334512090222689, 3359: 0.0143362324381152, 4288: 0.0129026091943037, 4312: 0.0516104367772149, 4323: 0.0258052183886074, 8643: 0.0231673516199942, 8717: 0.0477874414603842, 8735: 0.0477874414603842, 9281: 0.3690146229570868, 9292: 0.4920194972761158, 9331: 0.1154066711268278, 10255: 0.0080282901653445, 10456: 0.0080282901653445, 10657: 0.0080282901653445}"
548,"{4312: 0.0516104367772149, 4575: 0.077989104463347, 7728: 0.8644748160183503, 9589: 0.0022937971900984, 9710: 0.0022937971900984, 9831: 0.0022937971900984, 9952: 0.0022937971900984, 10073: 0.0022937971900984, 10245: 0.0022937971900984, 10251: 0.0034406957851476, 10446: 0.0022937971900984, 10452: 0.0034406957851476, 10647: 0.0022937971900984, 10653: 0.0034406957851476}"
549,"{751: 0.0115999235400936, 754: 0.0115999235400936, 2748: 0.0182356876612826, 2749: 0.0182356876612826, 4215: 0.0516104367772149, 7932: 0.1433623243811526, 8103: 0.119277453885119}"
550,"{2679: 0.119277453885119, 2779: 0.0321131606613781, 3516: 0.0604989008888464, 3520: 0.0604989008888464, 3539: 0.0604989008888464, 5356: 0.0143362324381152, 5357: 0.0430086973143457, 5376: 0.0430086973143457, 5377: 0.0430086973143457, 5378: 0.057344929752461, 5386: 0.0286724648762305, 5398: 0.0143362324381152, 6503: 0.0321131606613781, 6589: 0.0115999235400936, 6673: 0.0115999235400936, 7179: 0.0115999235400936, 7264: 0.0115999235400936, 10274: 0.0045875943801968, 10475: 0.0045875943801968, 10676: 0.0045875943801968}"
551,"{904: 0.0115999235400936, 922: 0.0347997706202809, 926: 0.0115999235400936, 928: 0.0115999235400936, 932: 0.0463996941603746, 937: 0.0231998470801873, 1174: 0.0115999235400936, 1192: 0.0347997706202809, 1196: 0.0115999235400936, 1198: 0.0115999235400936, 1202: 0.0463996941603746, 1207: 0.0231998470801873, 1341: 0.0115999235400936, 1359: 0.0347997706202809, 1363: 0.0115999235400936, 1365: 0.0115999235400936, 1369: 0.0463996941603746, 1374: 0.0231998470801873, 2645: 0.0298193634712797, 2813: 0.0266653923348943, 4242: 0.0516104367772149, 5207: 0.0196286915798528, 5353: 0.0716811621905763, 5434: 0.0855557679441842, 9467: 0.0769377807512185, 9529: 0.0011468985950492, 9530: 0.0011468985950492, 9531: 0.0011468985950492, 9558: 0.0011468985950492, 9594: 0.0011468985950492, 9650: 0.0011468985950492, 9651: 0.0011468985950492, 9652: 0.0011468985950492, 9679: 0.0011468985950492, 9715: 0.0011468985950492, 9771: 0.0011468985950492, 9772: 0.0011468985950492, 9773: 0.0011468985950492, 9800: 0.0011468985950492, 9836: 0.0011468985950492, 9892: 0.0011468985950492, 9893: 0.0011468985950492, 9894: 0.0011468985950492, 9921: 0.0011468985950492, 9957: 0.0011468985950492, 10013: 0.0011468985950492, 10014: 0.0011468985950492, 10015: 0.0011468985950492, 10042: 0.0011468985950492, 10078: 0.0011468985950492}"
552,"{1790: 0.9999522125585396, 6197: 0.0115999235400936, 6202: 0.0115999235400936, 7581: 1.152633088024467, 7588: 2.0171079040428177, 7642: 0.5763165440122335, 7758: 1.440791360030584, 7778: 1.7289496320367008, 7931: 0.0716811621905763, 8102: 0.0596387269425595, 9132: 0.4920194972761158}"
553,"{1885: 3.9998088502341584, 7286: 0.0115999235400936, 7287: 0.0115999235400936, 7288: 0.0115999235400936, 7289: 0.0115999235400936, 7290: 0.0115999235400936, 7291: 0.0115999235400936, 7292: 0.0115999235400936, 7293: 0.0115999235400936, 7294: 0.0115999235400936, 7295: 0.0115999235400936, 7296: 0.0115999235400936, 8466: 0.057344929752461, 8467: 0.057344929752461, 8468: 0.057344929752461, 8469: 0.057344929752461, 8470: 0.057344929752461, 8476: 0.057344929752461, 8490: 0.0321131606613781, 8498: 0.0321131606613781, 8511: 0.1284526426455127, 8515: 0.0642263213227563, 8520: 0.1284526426455127, 8551: 0.0642263213227563, 8566: 0.0321131606613781, 8574: 0.0321131606613781, 8587: 0.1284526426455127, 8591: 0.0642263213227563, 8596: 0.1284526426455127, 8627: 0.0642263213227563, 8741: 0.0156551658224218, 8744: 0.0156551658224218, 8745: 0.0156551658224218, 8751: 0.0156551658224218, 8764: 0.0156551658224218, 8765: 0.0313103316448437, 8766: 0.0313103316448437, 8767: 0.0156551658224218, 8780: 0.0156551658224218, 8782: 0.0156551658224218}"
554,"{181: 0.0115999235400936, 196: 0.0115999235400936, 5506: 0.1711115358883685, 10837: 0.0027052470610723, 10838: 0.0027052470610723, 10839: 0.0027052470610723, 10842: 0.0027052470610723, 10843: 0.0027052470610723, 10845: 0.0027052470610723, 10846: 0.0027052470610723, 10847: 0.0027052470610723, 10848: 0.0027052470610723, 10849: 0.0027052470610723, 10852: 0.0027052470610723, 10853: 0.0027052470610723, 10855: 0.0027052470610723, 10856: 0.0027052470610723}"
555,"{2280: 0.0298193634712797, 2283: 0.0894580904138392, 2286: 0.0298193634712797, 2287: 0.0298193634712797, 2288: 0.0298193634712797, 2307: 0.0298193634712797, 2616: 0.0894580904138392, 2625: 0.119277453885119, 2629: 0.0894580904138392, 2630: 0.0596387269425595, 2633: 0.0298193634712797, 2640: 0.0596387269425595, 4717: 0.1399933097581955, 4760: 0.0471834082003249, 4763: 0.1415502246009748, 4766: 0.0471834082003249, 4767: 0.0471834082003249, 4768: 0.0471834082003249, 4785: 0.0471834082003249, 4837: 0.0458759438019688, 4840: 0.1376278314059065, 4843: 0.0458759438019688, 4844: 0.0458759438019688, 4845: 0.0458759438019688, 4862: 0.0458759438019688, 7780: 2.3052661760489346}"
556,{2897: 0.057344929752461}
557,"{1861: 3.9998088502341584, 2875: 0.1146898595049221, 4381: 0.0194972761158367, 4382: 0.0389945522316735, 4383: 0.0389945522316735, 4384: 0.0584918283475102, 4385: 0.0389945522316735, 4386: 0.0389945522316735, 4388: 0.0194972761158367, 4389: 0.0194972761158367, 4390: 0.0194972761158367, 4391: 0.077989104463347, 4392: 0.0194972761158367, 4393: 0.0389945522316735, 4395: 0.0194972761158367, 4397: 0.0194972761158367, 4398: 0.0389945522316735, 4399: 0.0584918283475102, 4400: 0.077989104463347, 4401: 0.0194972761158367, 4402: 0.0389945522316735, 4404: 0.0194972761158367, 4405: 0.0194972761158367, 4406: 0.0194972761158367, 4443: 0.0194972761158367, 4444: 0.0389945522316735, 4446: 0.0194972761158367, 4447: 0.0194972761158367, 4448: 0.0194972761158367, 4450: 0.0389945522316735, 4452: 0.0389945522316735, 4453: 0.0194972761158367, 4454: 0.0389945522316735, 4458: 0.0194972761158367, 4461: 0.0584918283475102, 4464: 0.0194972761158367, 5512: 0.0855557679441842, 8715: 0.0477874414603842, 8733: 0.0477874414603842}"
558,"{4230: 0.0129026091943037, 4499: 0.0194972761158367, 5453: 0.0427778839720921, 7622: 0.2881582720061167, 7831: 0.0358405810952881, 8002: 0.0298193634712797, 9532: 0.0011468985950492, 9653: 0.0011468985950492, 9774: 0.0011468985950492, 9895: 0.0011468985950492, 10016: 0.0011468985950492}"
559,"{1: 0.0115999235400936, 13: 0.0115999235400936, 20: 0.0115999235400936, 22: 0.0115999235400936, 29: 0.0115999235400936, 257: 0.0115999235400936, 258: 0.0115999235400936, 294: 0.0115999235400936, 296: 0.0115999235400936, 297: 0.0115999235400936, 298: 0.0115999235400936, 299: 0.0115999235400936, 300: 0.0115999235400936, 302: 0.0231998470801873, 303: 0.0115999235400936, 304: 0.0115999235400936, 305: 0.0115999235400936, 312: 0.0115999235400936, 2079: 0.0321131606613781, 2086: 0.0321131606613781, 2087: 0.0321131606613781, 2090: 0.0321131606613781, 2091: 0.0321131606613781, 2094: 0.0321131606613781, 2140: 0.0321131606613781, 4169: 0.5017681353340342, 6282: 0.0115999235400936, 6299: 0.0115999235400936, 6301: 0.0115999235400936, 6318: 0.0115999235400936, 6320: 0.0115999235400936, 6337: 0.0115999235400936, 6527: 0.0238937207301921, 6697: 0.0115999235400936, 6700: 0.0115999235400936, 6701: 0.0115999235400936, 6703: 0.0115999235400936, 6706: 0.0115999235400936, 6707: 0.0115999235400936, 7576: 1.440791360030584, 9521: 0.0011468985950492, 9642: 0.0011468985950492, 9763: 0.0011468985950492, 9884: 0.0011468985950492, 10005: 0.0011468985950492, 10138: 0.0022937971900984, 10339: 0.0022937971900984, 10540: 0.0022937971900984}"
560,"{355: 0.0115999235400936, 368: 0.0115999235400936, 381: 0.0115999235400936, 586: 0.0115999235400936, 587: 0.0115999235400936, 591: 0.0115999235400936, 592: 0.0115999235400936, 593: 0.0115999235400936, 594: 0.0115999235400936, 598: 0.0115999235400936, 599: 0.0115999235400936, 854: 0.0115999235400936, 1124: 0.0115999235400936, 1291: 0.0115999235400936, 2083: 0.0321131606613781, 2084: 0.0321131606613781, 2220: 0.0707254133613686, 2223: 0.0707254133613686, 2236: 0.2121762400841059, 2482: 0.0642263213227563, 2809: 0.0266653923348943, 3666: 0.5973430182548026, 3928: 0.0944470993023033, 4600: 0.0466644365860651, 4685: 0.1399933097581955, 4693: 0.1399933097581955, 4700: 0.1866577463442607, 4717: 0.1399933097581955, 5015: 0.0748446908152537, 5203: 0.0196286915798528, 5435: 0.0427778839720921, 6718: 0.0115999235400936, 10288: 0.0034406957851476, 10489: 0.0034406957851476, 10690: 0.0034406957851476}"
561,"{2708: 0.0894580904138392, 3226: 0.0334512090222689, 3363: 0.0143362324381152, 5437: 0.0427778839720921, 5444: 0.0427778839720921, 6084: 0.0802829016534454, 6414: 0.0182356876612826, 9336: 0.0769377807512185}"
562,"{2431: 0.0321131606613781, 7691: 0.2881582720061167, 10134: 0.0045875943801968, 10305: 0.0057344929752461, 10335: 0.0045875943801968, 10506: 0.0057344929752461, 10536: 0.0045875943801968, 10707: 0.0057344929752461}"
563,"{2253: 0.119277453885119, 2257: 0.0298193634712797, 3543: 0.0604989008888464, 4135: 0.5017681353340342, 4734: 0.1887336328012998, 4737: 0.0471834082003249, 4811: 0.1835037752078753, 4814: 0.0458759438019688, 5425: 0.0855557679441842}"
564,"{2649: 0.0298193634712797, 9629: 0.0045875943801968, 9750: 0.0045875943801968, 9871: 0.0045875943801968, 9992: 0.0045875943801968, 10113: 0.0045875943801968}"
565,"{7933: 0.0716811621905763, 7947: 0.1075217432858644, 8104: 0.0596387269425595, 8118: 0.0894580904138392}"
566,"{3139: 0.0524706107235018, 3144: 0.0174902035745006, 3145: 0.0349804071490012, 3204: 0.0174902035745006, 3205: 0.0174902035745006, 3206: 0.0174902035745006, 3215: 0.0174902035745006, 4142: 0.3763261015005256, 6046: 0.0267609672178151, 6052: 0.0802829016534454, 6060: 0.0802829016534454, 6061: 0.0535219344356303, 6062: 0.0267609672178151, 6064: 0.0267609672178151, 6068: 0.0535219344356303, 6070: 0.0267609672178151, 6071: 0.0267609672178151, 6072: 0.0267609672178151, 6073: 0.0535219344356303, 6075: 0.0267609672178151, 6077: 0.1070438688712606, 6078: 0.1070438688712606, 6080: 0.0802829016534454, 6092: 0.0535219344356303, 6167: 0.0267609672178151, 6169: 0.0267609672178151, 6189: 0.1605658033068909, 6192: 0.0802829016534454, 6193: 0.0267609672178151}"
567,"{7: 0.0115999235400936, 3949: 0.0344069578514766, 4025: 0.0344069578514766, 5088: 0.0194972761158367, 5550: 0.2138894198604606}"
568,"{2191: 0.1414508267227372, 2193: 0.1414508267227372, 2202: 0.0707254133613686, 2566: 0.0963394819841345, 4713: 0.0466644365860651, 7585: 2.5934244480550515}"
569,"{2243: 0.0596387269425595, 2565: 0.1605658033068909, 3648: 0.1194686036509605, 3910: 0.0188894198604606, 4724: 0.0943668164006499, 4801: 0.0917518876039376, 5579: 0.057344929752461, 5580: 0.057344929752461, 5604: 0.057344929752461, 5605: 0.057344929752461, 6607: 0.0115999235400936, 6691: 0.0115999235400936}"
