B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,B_Cost,Influence,Zone
2221,437096,34.051402,-118.247851,09:50,09:51,Comedy Club,301,6718.621,0.447916666666667,1
2222,437096,34.051402,-118.247851,09:51,09:52,Post Office,381,8504.301,0.566964285714286,1
2223,437096,34.051402,-118.247851,09:52,09:53,Latin American Restaurant,518,11562.278,0.770833333333333,1
2224,437096,34.051402,-118.247851,09:54,09:55,Parking,574,12812.254,0.854166666666667,1
2225,437096,34.051402,-118.247851,09:56,09:57,Market,615,13727.415,1.83035714285714,1
2226,437096,34.051402,-118.247851,09:57,09:58,Convention Center,326,7276.646,0.970238095238095,1
2227,437096,34.051402,-118.247851,09:59,10:00,Road,397,8861.437,1.18154761904762,1
2228,437096,34.051402,-118.247851,10:03,10:04,Cajun / Creole Restaurant,227,5066.867,0.337797619047619,1
2229,437096,34.051402,-118.247851,10:06,10:07,Travel & Transport,83,1852.643,0.24702380952381,1
2230,437096,34.051402,-118.247851,10:07,10:08,Hotel,164,3660.644,0.244047619047619,1
2231,437096,34.051402,-118.247851,10:10,10:11,Design Studio,417,9307.857,0.620535714285714,1
2232,437096,34.051402,-118.247851,10:11,10:12,College Academic Building,254,5669.534,0.37797619047619,1
2233,437096,34.051402,-118.247851,10:12,10:13,Automotive Shop,530,11830.13,0.788690476190476,1
2234,437096,34.051402,-118.247851,10:16,10:17,Furniture / Home Store,309,6897.189,0.459821428571429,1
2235,437096,34.051402,-118.247851,10:21,10:22,Science Museum,526,11740.846,0.782738095238095,1
2236,437096,34.051402,-118.247851,10:30,10:31,Bike Rental / Bike Share,405,9040.005,0.602678571428571,1
2237,437096,34.051402,-118.247851,10:32,10:33,Playground,207,4620.447,0.308035714285714,1
2238,437096,34.051402,-118.247851,10:35,10:36,Museum,130,2901.73,0.386904761904762,1
2239,437096,34.051402,-118.247851,10:36,10:37,Mac & Cheese Joint,240,5357.04,0.357142857142857,1
2240,437096,34.051402,-118.247851,10:46,10:47,Gaming Cafe,571,12745.291,0.849702380952381,1
2241,437096,34.051402,-118.247851,10:47,10:48,Café,112,2499.952,0.166666666666667,1
2242,437096,34.051402,-118.247851,10:50,10:51,Community College,249,5557.929,0.741071428571429,1
2243,437096,34.051402,-118.247851,10:52,10:53,Bar,481,10736.401,1.43154761904762,1
2244,437096,34.051402,-118.247851,10:53,10:54,Plaza,569,12700.649,1.69345238095238,1
2245,437096,34.051402,-118.247851,10:54,10:55,Spanish Restaurant,337,7522.177,0.501488095238095,1
2246,437096,34.051402,-118.247851,10:56,10:57,Theater,527,11763.167,0.78422619047619,1
2247,437096,34.051402,-118.247851,11:01,11:02,Sorority House,145,3236.545,0.21577380952381,1
2248,437096,34.051402,-118.247851,11:02,11:03,Other Nightlife,549,12254.229,0.816964285714286,1
2249,437096,34.051402,-118.247851,11:05,11:06,Music School,384,8571.264,1.71428571428571,1
2250,437096,34.051402,-118.247851,11:09,11:10,Indian Restaurant,362,8080.202,0.538690476190476,1
2251,437096,34.051402,-118.247851,11:10,11:11,Spiritual Center,281,6272.201,1.25446428571429,1
2252,437096,34.051402,-118.247851,11:11,11:12,Pizza Place,117,2611.557,0.174107142857143,1
2253,437096,34.051402,-118.247851,11:13,11:14,Mobile Phone Shop,648,14464.008,0.964285714285714,1
2254,437096,34.051402,-118.247851,11:16,11:17,Fast Food Restaurant,642,14330.082,1.91071428571429,1
2255,437096,34.051402,-118.247851,11:17,11:18,Middle Eastern Restaurant,224,4999.904,0.333333333333333,1
2256,437096,34.051402,-118.247851,11:22,11:23,Wings Joint,349,7790.029,0.519345238095238,1
2257,437096,34.051402,-118.247851,11:23,11:24,Gastropub,460,10267.66,0.68452380952381,1
2258,437096,34.051402,-118.247851,11:25,11:26,Middle School,593,13236.353,0.882440476190476,1
2259,437096,34.051402,-118.247851,11:26,11:27,College Stadium,110,2455.31,0.163690476190476,1
2260,437096,34.051402,-118.247851,11:33,11:34,Bridge,481,10736.401,0.71577380952381,1
2261,437096,34.051402,-118.247851,11:34,11:35,Fraternity House,93,2075.853,0.138392857142857,1
2262,437096,34.051402,-118.247851,11:35,11:36,Candy Store,463,10334.623,0.688988095238095,1
2263,437096,34.051402,-118.247851,11:37,11:38,Nursery School,588,13124.748,0.875,1
2264,437096,34.051402,-118.247851,11:41,11:42,Snack Place,643,14352.403,0.956845238095238,1
2265,437096,34.051402,-118.247851,11:44,11:45,Italian Restaurant,145,3236.545,0.21577380952381,1
2266,437096,34.051402,-118.247851,11:50,11:51,Other Great Outdoors,332,7410.572,0.494047619047619,1
2267,437096,34.051402,-118.247851,11:55,11:56,Temple,95,2120.495,0.141369047619048,1
2268,437096,34.051402,-118.247851,11:58,11:59,Latin American Restaurant,253,5647.213,0.376488095238095,1
2269,437096,34.051402,-118.247851,12:02,12:03,Ice Cream Shop,616,13749.736,0.916666666666667,1
2270,437096,34.051402,-118.247851,12:04,12:05,Dumpling Restaurant,163,3638.323,0.242559523809524,1
2271,437096,34.051402,-118.247851,12:10,12:11,Furniture / Home Store,231,5156.151,0.6875,1
2272,437096,34.051402,-118.247851,12:11,12:12,Spa / Massage,517,11539.957,1.53869047619048,1
2273,437096,34.051402,-118.247851,12:18,12:19,Fried Chicken Joint,359,8013.239,0.53422619047619,1
2274,437096,34.051402,-118.247851,12:23,12:24,Fish & Chips Shop,88,1964.248,0.130952380952381,1
2275,437096,34.051402,-118.247851,12:26,12:27,Post Office,293,6540.053,0.436011904761905,1
2276,437096,34.051402,-118.247851,12:28,12:29,Office,211,4709.731,0.313988095238095,1
2277,437096,34.051402,-118.247851,12:30,12:31,Garden,145,3236.545,0.431547619047619,1
2278,437096,34.051402,-118.247851,12:31,12:32,Dessert Shop,226,5044.546,0.336309523809524,1
2279,437096,34.051402,-118.247851,12:32,12:33,Train Station,157,3504.397,0.233630952380952,1
2280,437096,34.051402,-118.247851,12:35,12:36,Laundry Service,378,8437.338,0.5625,1
2281,437096,34.051402,-118.247851,12:37,12:38,Molecular Gastronomy Restaurant,511,11406.031,0.760416666666667,1
2282,437096,34.051402,-118.247851,12:38,12:39,Bridal Shop,238,5312.398,0.708333333333333,1
2283,437096,34.051402,-118.247851,12:39,12:40,German Restaurant,566,12633.686,0.842261904761905,1
2284,437096,34.051402,-118.247851,12:41,12:42,Seafood Restaurant,191,4263.311,0.284226190476191,1
2285,437096,34.051402,-118.247851,12:42,12:43,Pet Service,589,13147.069,0.876488095238095,1
2286,437096,34.051402,-118.247851,12:43,12:44,Gym / Fitness Center,235,5245.435,0.349702380952381,1
2287,437096,34.051402,-118.247851,12:46,12:47,Cosmetics Shop,233,5200.793,0.34672619047619,1
2288,437096,34.051402,-118.247851,12:48,12:49,Fair,427,9531.067,0.635416666666667,1
2289,437096,34.051402,-118.247851,12:53,12:54,Funeral Home,657,14664.897,2.93303571428571,1
2290,437096,34.051402,-118.247851,12:56,12:57,Department Store,222,4955.262,0.660714285714286,1
2291,437096,34.051402,-118.247851,13:00,13:01,Camera Store,611,13638.131,1.81845238095238,1
2292,437096,34.051402,-118.247851,13:05,13:06,Brazilian Restaurant,599,13370.279,1.7827380952381,1
2293,437096,34.051402,-118.247851,13:08,13:09,Rest Area,614,13705.094,0.913690476190476,1
2294,437096,34.051402,-118.247851,13:11,13:12,Bagel Shop,211,4709.731,0.313988095238095,1
2295,437096,34.051402,-118.247851,13:12,13:13,Winery,630,14062.23,0.9375,1
2296,437096,34.051402,-118.247851,13:17,13:18,Video Game Store,302,6740.942,0.898809523809524,1
2297,437096,34.051402,-118.247851,13:18,13:19,Hotel,336,7499.856,0.5,1
2298,437096,34.051402,-118.247851,13:26,13:27,Bike Shop,126,2812.446,0.1875,1
2299,437096,34.051402,-118.247851,13:30,13:31,Performing Arts Venue,624,13928.304,0.928571428571429,1
2300,437096,34.051402,-118.247851,13:32,13:33,Gift Shop,501,11182.821,0.745535714285714,1
2301,437096,34.051402,-118.247851,13:33,13:34,Medical Center,183,4084.743,0.272321428571429,1
2302,437096,34.051402,-118.247851,13:34,13:35,Bike Shop,478,10669.438,0.711309523809524,1
2303,437096,34.051402,-118.247851,13:37,13:38,Brewery,505,11272.105,0.751488095238095,1
2304,437096,34.051402,-118.247851,13:41,13:42,Candy Store,311,6941.831,0.462797619047619,1
2305,437096,34.051402,-118.247851,13:43,13:44,Diner,444,9910.524,0.660714285714286,1
2306,437096,34.051402,-118.247851,13:44,13:45,Car Wash,339,7566.819,1.00892857142857,1
2307,437096,34.051402,-118.247851,13:46,13:47,Campground,546,12187.266,0.8125,1
2308,437096,34.051402,-118.247851,13:51,13:52,Harbor / Marina,644,14374.724,0.958333333333333,1
2309,437096,34.051402,-118.247851,13:53,13:54,Mosque,639,14263.119,1.90178571428571,1
2310,437096,34.051402,-118.247851,13:57,13:58,Financial or Legal Service,495,11048.895,0.736607142857143,1
2311,437096,34.051402,-118.247851,14:01,14:02,Food,288,6428.448,0.428571428571429,1
2312,437096,34.051402,-118.247851,14:07,14:08,Factory,507,11316.747,0.754464285714286,1
2313,437096,34.051402,-118.247851,14:11,14:12,Nightlife Spot,477,10647.117,0.709821428571429,1
2314,437096,34.051402,-118.247851,14:12,14:13,Korean Restaurant,378,8437.338,0.5625,1
2315,437096,34.051402,-118.247851,14:14,14:15,Hobby Shop,211,4709.731,0.62797619047619,1
2316,437096,34.051402,-118.247851,14:23,14:24,Mediterranean Restaurant,161,3593.681,0.479166666666667,1
2317,437096,34.051402,-118.247851,14:26,14:27,Smoke Shop,554,12365.834,1.64880952380952,1
2318,437096,34.051402,-118.247851,14:28,14:29,Museum,175,3906.175,0.260416666666667,1
2319,437096,34.051402,-118.247851,14:32,14:33,Donut Shop,436,9731.956,0.648809523809524,1
2320,437096,34.051402,-118.247851,14:35,14:36,Museum,413,9218.573,0.614583333333333,1
2321,437096,34.051402,-118.247851,14:36,14:37,Art Museum,278,6205.238,0.413690476190476,1
2322,437096,34.051402,-118.247851,14:37,14:38,Rest Area,199,4441.879,0.296130952380952,1
2323,437096,34.051402,-118.247851,14:41,14:42,Public Art,190,4240.99,0.282738095238095,1
2324,437096,34.051402,-118.247851,14:49,14:50,Automotive Shop,287,6406.127,0.427083333333333,1
2325,437096,34.051402,-118.247851,14:51,14:52,Bridal Shop,129,2879.409,0.191964285714286,1
2326,437096,34.051402,-118.247851,14:54,14:55,Camera Store,252,5624.892,0.75,1
2327,437096,34.051402,-118.247851,14:56,14:57,Car Wash,244,5446.324,0.726190476190476,1
2328,437096,34.051402,-118.247851,14:57,14:58,Shrine,535,11941.735,0.796130952380952,1
2329,437096,34.051402,-118.247851,14:58,14:59,Professional & Other Places,269,6004.349,1.20089285714286,1
2330,437096,34.051402,-118.247851,14:59,15:00,Arcade,130,2901.73,0.193452380952381,1
2331,437096,34.051402,-118.247851,15:00,15:01,Steakhouse,183,4084.743,0.272321428571429,1
2332,437096,34.051402,-118.247851,15:01,15:02,Tanning Salon,359,8013.239,1.06845238095238,1
2333,437096,34.051402,-118.247851,15:06,15:07,Food & Drink Shop,595,13280.995,1.77083333333333,1
2334,437096,34.051402,-118.247851,15:07,15:08,Flower Shop,242,5401.682,0.360119047619048,1
2335,437096,34.051402,-118.247851,15:17,15:18,Shop & Service,304,6785.584,0.452380952380952,1
2336,437096,34.051402,-118.247851,15:19,15:20,Beer Garden,216,4821.336,0.964285714285714,1
2337,437096,34.051402,-118.247851,15:21,15:22,Indian Restaurant,532,11874.772,0.791666666666667,1
2338,437096,34.051402,-118.247851,15:22,15:23,Steakhouse,382,8526.622,1.13690476190476,1
2339,437096,34.051402,-118.247851,15:24,15:25,Movie Theater,208,4642.768,0.30952380952381,1
2340,437096,34.051402,-118.247851,15:30,15:31,Park,298,6651.658,0.443452380952381,1
2341,437096,34.051402,-118.247851,15:31,15:32,Housing Development,523,11673.883,1.55654761904762,1
2342,437096,34.051402,-118.247851,15:35,15:36,College Academic Building,633,14129.193,0.941964285714286,1
2343,437096,34.051402,-118.247851,15:38,15:39,Music School,100,2232.1,0.297619047619048,1
2344,437096,34.051402,-118.247851,15:40,15:41,Miscellaneous Shop,262,5848.102,0.389880952380952,1
2345,437096,34.051402,-118.247851,15:41,15:42,Newsstand,228,5089.188,0.339285714285714,1
2346,437096,34.051402,-118.247851,15:43,15:44,German Restaurant,554,12365.834,0.824404761904762,1
2347,437096,34.051402,-118.247851,15:47,15:48,Korean Restaurant,319,7120.399,0.949404761904762,1
2348,437096,34.051402,-118.247851,15:48,15:49,Distillery,561,12522.081,0.834821428571429,1
2349,437096,34.051402,-118.247851,15:50,15:51,Newsstand,385,8593.585,0.572916666666667,1
2350,437096,34.051402,-118.247851,15:51,15:52,Burger Joint,520,11606.92,1.54761904761905,1
2351,437096,34.051402,-118.247851,15:53,15:54,Gift Shop,349,7790.029,0.519345238095238,1
2352,437096,34.051402,-118.247851,15:55,15:56,Korean Restaurant,422,9419.462,0.62797619047619,1
2353,437096,34.051402,-118.247851,15:57,15:58,Post Office,512,11428.352,0.761904761904762,1
2354,437096,34.051402,-118.247851,16:01,16:02,Tapas Restaurant,394,8794.474,0.586309523809524,1
2355,437096,34.051402,-118.247851,16:06,16:07,Shrine,233,5200.793,0.693452380952381,1
2356,437096,34.051402,-118.247851,16:11,16:12,Eastern European Restaurant,572,12767.612,0.851190476190476,1
2357,437096,34.051402,-118.247851,16:13,16:14,Bowling Alley,210,4687.41,0.625,1
2358,437096,34.051402,-118.247851,16:15,16:16,Trade School,224,4999.904,0.333333333333333,1
2359,437096,34.051402,-118.247851,16:18,16:19,Burger Joint,653,14575.613,0.97172619047619,1
2360,437096,34.051402,-118.247851,16:26,16:27,Music Store,131,2924.051,0.194940476190476,1
2361,437096,34.051402,-118.247851,16:27,16:28,Post Office,323,7209.683,0.480654761904762,1
2362,437096,34.051402,-118.247851,16:30,16:31,Falafel Restaurant,231,5156.151,0.34375,1
2363,437096,34.051402,-118.247851,16:32,16:33,Internet Cafe,376,8392.696,0.55952380952381,1
2364,437096,34.051402,-118.247851,16:34,16:35,Mobile Phone Shop,269,6004.349,0.800595238095238,1
2365,437096,34.051402,-118.247851,16:35,16:36,Gift Shop,325,7254.325,0.483630952380952,1
2366,437096,34.051402,-118.247851,16:37,16:38,Synagogue,657,14664.897,0.977678571428571,1
2367,437096,34.051402,-118.247851,16:38,16:39,Road,288,6428.448,0.428571428571429,1
2368,437096,34.051402,-118.247851,16:42,16:43,Bridge,157,3504.397,0.233630952380952,1
2369,437096,34.051402,-118.247851,16:45,16:46,Pet Service,135,3013.335,0.401785714285714,1
2370,437096,34.051402,-118.247851,16:46,16:47,Art Museum,323,7209.683,0.480654761904762,1
2371,437096,34.051402,-118.247851,16:47,16:48,Mediterranean Restaurant,648,14464.008,1.92857142857143,1
2372,437096,34.051402,-118.247851,16:48,16:49,Financial or Legal Service,551,12298.871,0.819940476190476,1
2373,437096,34.051402,-118.247851,16:50,16:51,Jewelry Store,104,2321.384,0.154761904761905,1
2374,437096,34.051402,-118.247851,16:51,16:52,Spanish Restaurant,243,5424.003,0.361607142857143,1
2375,437096,34.051402,-118.247851,16:55,16:56,Other Nightlife,664,14821.144,0.988095238095238,1
2376,437096,34.051402,-118.247851,16:58,16:59,Deli / Bodega,615,13727.415,0.915178571428571,1
2377,437096,34.051402,-118.247851,17:01,17:02,Public Art,327,7298.967,0.486607142857143,1
2378,437096,34.051402,-118.247851,17:04,17:05,Greek Restaurant,348,7767.708,0.517857142857143,1
2379,437096,34.051402,-118.247851,17:05,17:06,Burger Joint,254,5669.534,0.37797619047619,1
2380,437096,34.051402,-118.247851,17:09,17:10,History Museum,608,13571.168,0.904761904761905,1
2381,437096,34.051402,-118.247851,17:10,17:11,Funeral Home,347,7745.387,0.516369047619048,1
2382,437096,34.051402,-118.247851,17:14,17:15,Winery,115,2566.915,0.171130952380952,1
2383,437096,34.051402,-118.247851,17:15,17:16,Castle,192,4285.632,0.285714285714286,1
2384,437096,34.051402,-118.247851,17:17,17:18,Chinese Restaurant,303,6763.263,0.450892857142857,1
2385,437096,34.051402,-118.247851,17:18,17:19,Dummy,471,10513.191,1.40178571428571,1
2386,437096,34.051402,-118.247851,17:22,17:23,Jewelry Store,550,12276.55,0.818452380952381,1
2387,437096,34.051402,-118.247851,17:24,17:25,Bike Shop,285,6361.485,0.424107142857143,1
2388,437096,34.051402,-118.247851,17:25,17:26,Spanish Restaurant,197,4397.237,0.293154761904762,1
2389,437096,34.051402,-118.247851,17:26,17:27,Greek Restaurant,340,7589.14,0.505952380952381,1
2390,437096,34.051402,-118.247851,17:27,17:28,Falafel Restaurant,308,6874.868,0.458333333333333,1
2391,437096,34.051402,-118.247851,17:31,17:32,Eastern European Restaurant,137,3057.977,0.203869047619048,1
2392,437096,34.051402,-118.247851,17:33,17:34,Car Dealership,161,3593.681,0.239583333333333,1
2393,437096,34.051402,-118.247851,17:39,17:40,Hot Dog Joint,356,7946.276,0.529761904761905,1
2394,437096,34.051402,-118.247851,17:42,17:43,Storage Facility,364,8124.844,0.541666666666667,1
2395,437096,34.051402,-118.247851,17:43,17:44,Arcade,567,12656.007,0.84375,1
2396,437096,34.051402,-118.247851,17:44,17:45,Car Dealership,532,11874.772,0.791666666666667,1
2397,437096,34.051402,-118.247851,17:47,17:48,Nail Salon,107,2388.347,0.15922619047619,1
2398,437096,34.051402,-118.247851,17:49,17:50,Spiritual Center,184,4107.064,0.273809523809524,1
2399,437096,34.051402,-118.247851,17:53,17:54,Music Store,100,2232.1,0.297619047619048,1
2400,437096,34.051402,-118.247851,17:54,17:55,Plaza,251,5602.571,0.373511904761905,1
2401,437096,34.051402,-118.247851,17:56,17:57,Hot Dog Joint,157,3504.397,0.700892857142857,1
2402,437096,34.051402,-118.247851,18:02,18:03,Stadium,126,2812.446,0.1875,1
2403,437096,34.051402,-118.247851,18:03,18:04,Eastern European Restaurant,156,3482.076,0.464285714285714,1
2404,437096,34.051402,-118.247851,18:05,18:06,Afghan Restaurant,357,7968.597,0.53125,1
2405,437096,34.051402,-118.247851,18:09,18:10,Spiritual Center,172,3839.212,0.255952380952381,1
2406,437096,34.051402,-118.247851,18:13,18:14,Vietnamese Restaurant,458,10223.018,0.681547619047619,1
2407,437096,34.051402,-118.247851,18:15,18:16,Hobby Shop,456,10178.376,0.678571428571429,1
2408,437096,34.051402,-118.247851,18:17,18:18,Cajun / Creole Restaurant,326,7276.646,0.485119047619048,1
2409,437096,34.051402,-118.247851,18:19,18:20,Turkish Restaurant,564,12589.044,0.839285714285714,1
2410,437096,34.051402,-118.247851,18:21,18:22,Seafood Restaurant,604,13481.884,0.898809523809524,1
2411,437096,34.051402,-118.247851,18:30,18:31,German Restaurant,124,2767.804,0.18452380952381,1
2412,437096,34.051402,-118.247851,18:36,18:37,Fish & Chips Shop,377,8415.017,0.561011904761905,1
2413,437096,34.051402,-118.247851,18:40,18:41,Thrift / Vintage Store,598,13347.958,0.889880952380952,1
2414,437096,34.051402,-118.247851,18:43,18:44,Ethiopian Restaurant,626,13972.946,0.931547619047619,1
2415,437096,34.051402,-118.247851,18:47,18:48,French Restaurant,324,7232.004,0.482142857142857,1
2416,437096,34.051402,-118.247851,18:49,18:50,Parking,610,13615.81,1.81547619047619,1
2417,437096,34.051402,-118.247851,18:53,18:54,Moroccan Restaurant,201,4486.521,0.299107142857143,1
2418,437096,34.051402,-118.247851,18:54,18:55,Pool,440,9821.24,0.654761904761905,1
2419,437096,34.051402,-118.247851,18:55,18:56,History Museum,534,11919.414,1.58928571428571,1
2420,437096,34.051402,-118.247851,18:56,18:57,River,265,5915.065,0.394345238095238,1
2421,437096,34.051402,-118.247851,18:57,18:58,Factory,359,8013.239,1.06845238095238,1
2422,437096,34.051402,-118.247851,18:58,18:59,Music School,488,10892.648,0.726190476190476,1
2423,437096,34.051402,-118.247851,19:00,19:01,Latin American Restaurant,430,9598.03,0.639880952380952,1
2424,437096,34.051402,-118.247851,19:03,19:04,Park,175,3906.175,0.78125,1
2425,437096,34.051402,-118.247851,19:04,19:05,Community College,257,5736.497,0.764880952380952,1
2426,437096,34.051402,-118.247851,19:05,19:06,Travel Lounge,155,3459.755,0.461309523809524,1
2427,437096,34.051402,-118.247851,19:06,19:07,Law School,572,12767.612,0.851190476190476,1
2428,437096,34.051402,-118.247851,19:11,19:12,Elementary School,389,8682.869,0.578869047619048,1
2429,437096,34.051402,-118.247851,19:14,19:15,Jewelry Store,150,3348.15,0.223214285714286,1
2430,437096,34.051402,-118.247851,19:15,19:16,French Restaurant,168,3749.928,0.25,1
2431,437096,34.051402,-118.247851,19:16,19:17,Harbor / Marina,412,9196.252,0.613095238095238,1
2432,437096,34.051402,-118.247851,19:23,19:24,Historic Site,617,13772.057,0.918154761904762,1
2433,437096,34.051402,-118.247851,19:25,19:26,Indian Restaurant,391,8727.511,0.581845238095238,1
2434,437096,34.051402,-118.247851,19:26,19:27,Molecular Gastronomy Restaurant,362,8080.202,0.538690476190476,1
2435,437096,34.051402,-118.247851,19:28,19:29,Professional & Other Places,493,11004.253,0.733630952380952,1
2436,437096,34.051402,-118.247851,19:29,19:30,Asian Restaurant,168,3749.928,0.25,1
2437,437096,34.051402,-118.247851,19:30,19:31,Convenience Store,285,6361.485,0.424107142857143,1
2438,437096,34.051402,-118.247851,19:31,19:32,Trade School,309,6897.189,0.459821428571429,1
2439,437096,34.051402,-118.247851,19:32,19:33,Bakery,240,5357.04,0.357142857142857,1
2440,437096,34.051402,-118.247851,19:38,19:39,Beach,182,4062.422,0.270833333333333,1
2441,437096,34.051402,-118.247851,19:40,19:41,Castle,460,10267.66,0.68452380952381,1
2442,437096,34.051402,-118.247851,19:46,19:47,College Stadium,317,7075.757,0.471726190476191,1
2443,437096,34.051402,-118.247851,19:47,19:48,Bakery,110,2455.31,0.163690476190476,1
2444,437096,34.051402,-118.247851,19:48,19:49,Donut Shop,527,11763.167,0.78422619047619,1
2445,437096,34.051402,-118.247851,19:49,19:50,City,304,6785.584,0.452380952380952,1
2446,437096,34.051402,-118.247851,19:50,19:51,Brazilian Restaurant,252,5624.892,0.375,1
2447,437096,34.051402,-118.247851,19:51,19:52,Bar,191,4263.311,0.284226190476191,1
2448,437096,34.051402,-118.247851,19:52,19:53,Fraternity House,174,3883.854,0.258928571428571,1
2449,437096,34.051402,-118.247851,19:56,19:57,Other Great Outdoors,121,2700.841,0.180059523809524,1
2450,437096,34.051402,-118.247851,19:58,19:59,Bike Rental / Bike Share,224,4999.904,0.333333333333333,1
2451,437096,34.051402,-118.247851,20:00,20:01,Department Store,433,9664.993,0.644345238095238,1
2452,437096,34.051402,-118.247851,20:02,20:03,Italian Restaurant,172,3839.212,0.255952380952381,1
2453,437096,34.051402,-118.247851,20:05,20:06,Art Museum,525,11718.525,0.78125,1
2454,437096,34.051402,-118.247851,20:06,20:07,Public Art,559,12477.439,1.66369047619048,1
2455,437096,34.051402,-118.247851,20:09,20:10,French Restaurant,369,8236.449,1.09821428571429,1
2456,437096,34.051402,-118.247851,20:10,20:11,Brazilian Restaurant,430,9598.03,1.2797619047619,1
2457,437096,34.051402,-118.247851,20:12,20:13,Jewelry Store,598,13347.958,0.889880952380952,1
2458,437096,34.051402,-118.247851,20:14,20:15,Smoke Shop,160,3571.36,0.476190476190476,1
2459,437096,34.051402,-118.247851,20:15,20:16,Museum,223,4977.583,0.663690476190476,1
2460,437096,34.051402,-118.247851,20:16,20:17,Nursery School,122,2723.162,0.181547619047619,1
2461,437096,34.051402,-118.247851,20:17,20:18,Antique Shop,663,14798.823,0.986607142857143,1
2462,437096,34.051402,-118.247851,20:18,20:19,University,508,11339.068,0.755952380952381,1
2463,437096,34.051402,-118.247851,20:21,20:22,Law School,555,12388.155,0.825892857142857,1
2464,437096,34.051402,-118.247851,20:28,20:29,Breakfast Spot,407,9084.647,0.605654761904762,1
2465,437096,34.051402,-118.247851,20:29,20:30,Science Museum,436,9731.956,1.29761904761905,1
2466,437096,34.051402,-118.247851,20:31,20:32,Tea Room,197,4397.237,0.293154761904762,1
2467,437096,34.051402,-118.247851,20:32,20:33,Record Shop,443,9888.203,1.31845238095238,1
2468,437096,34.051402,-118.247851,20:33,20:34,Law School,220,4910.62,0.654761904761905,1
2469,437096,34.051402,-118.247851,20:37,20:38,Donut Shop,327,7298.967,0.486607142857143,1
2470,437096,34.051402,-118.247851,20:38,20:39,Nightlife Spot,638,14240.798,0.949404761904762,1
2471,437096,34.051402,-118.247851,20:39,20:40,Ferry,85,1897.285,0.25297619047619,1
2472,437096,34.051402,-118.247851,20:45,20:46,Aquarium,269,6004.349,0.800595238095238,1
2473,437096,34.051402,-118.247851,20:46,20:47,German Restaurant,545,12164.945,3.24404761904762,1
2474,437096,34.051402,-118.247851,20:47,20:48,Pet Service,538,12008.698,0.800595238095238,1
2475,437096,34.051402,-118.247851,20:53,20:54,Science Museum,385,8593.585,0.572916666666667,1
2476,437096,34.051402,-118.247851,20:58,20:59,Clothing Store,422,9419.462,1.25595238095238,1
2477,437096,34.051402,-118.247851,21:00,21:01,German Restaurant,210,4687.41,0.3125,1
2478,437096,34.051402,-118.247851,21:01,21:02,Plaza,396,8839.116,0.589285714285714,1
2479,437096,34.051402,-118.247851,21:06,21:07,Sporting Goods Shop,199,4441.879,0.592261904761905,1
2480,437096,34.051402,-118.247851,21:07,21:08,Wings Joint,425,9486.425,0.632440476190476,1
2481,437096,34.051402,-118.247851,21:09,21:10,Filipino Restaurant,90,2008.89,0.133928571428571,1
2482,437096,34.051402,-118.247851,21:17,21:18,Caribbean Restaurant,621,13861.341,1.84821428571429,1
2483,437096,34.051402,-118.247851,21:18,21:19,Cuban Restaurant,464,10356.944,0.69047619047619,1
2484,437096,34.051402,-118.247851,21:19,21:20,Pool,433,9664.993,0.644345238095238,1
2485,437096,34.051402,-118.247851,21:24,21:25,Filipino Restaurant,404,9017.684,1.20238095238095,1
2486,437096,34.051402,-118.247851,21:26,21:27,Candy Store,320,7142.72,0.476190476190476,1
2487,437096,34.051402,-118.247851,21:27,21:28,Planetarium,597,13325.637,1.77678571428571,1
2488,437096,34.051402,-118.247851,21:28,21:29,Café,166,3705.286,0.24702380952381,1
2489,437096,34.051402,-118.247851,21:30,21:31,Playground,661,14754.181,0.983630952380952,1
2490,437096,34.051402,-118.247851,21:35,21:36,Art Museum,589,13147.069,0.876488095238095,1
2491,437096,34.051402,-118.247851,21:39,21:40,Road,437,9754.277,1.30059523809524,1
2492,437096,34.051402,-118.247851,21:44,21:45,Video Game Store,473,10557.833,0.703869047619048,1
2493,437096,34.051402,-118.247851,21:47,21:48,Pizza Place,538,12008.698,0.800595238095238,1
2494,437096,34.051402,-118.247851,21:49,21:50,Fast Food Restaurant,487,10870.327,2.17410714285714,1
2495,437096,34.051402,-118.247851,21:55,21:56,Fair,546,12187.266,0.8125,1
2496,437096,34.051402,-118.247851,21:56,21:57,Beach,599,13370.279,1.7827380952381,1
2497,437096,34.051402,-118.247851,22:01,22:02,Nail Salon,244,5446.324,0.363095238095238,1
2498,437096,34.051402,-118.247851,22:02,22:03,Hot Dog Joint,330,7365.93,0.982142857142857,1
2499,437096,34.051402,-118.247851,22:09,22:10,Rest Area,150,3348.15,0.223214285714286,1
2500,437096,34.051402,-118.247851,22:16,22:17,Wings Joint,641,14307.761,0.953869047619047,1
2501,437096,34.051402,-118.247851,22:17,22:18,Sporting Goods Shop,270,6026.67,0.803571428571429,1
2502,437096,34.051402,-118.247851,22:18,22:19,Post Office,159,3549.039,0.236607142857143,1
2503,437096,34.051402,-118.247851,22:20,22:21,Donut Shop,146,3258.866,0.43452380952381,1
2504,437096,34.051402,-118.247851,22:25,22:26,Gastropub,638,14240.798,0.949404761904762,1
2505,437096,34.051402,-118.247851,22:27,22:28,Factory,453,10111.413,0.674107142857143,1
